    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
    0.999966	  1.4047e-06	  1.0801e-02	  1.0000e-09	  2.0804e+00	  1.3129e-06	  9.1838e-08	  5.4035e-10	  9.1297e-08	  6.9951e+01	  4.1157e-01	  6.9539e+01	           0	
     1.00004	  1.8787e-03	  6.6258e-03	  1.0000e-09	  2.6630e+00	  1.7945e-03	  8.4146e-05	  2.1794e-06	  8.1966e-05	  4.6892e+01	  1.2145e+00	  4.5678e+01	           0	
    0.999903	  5.5066e-08	  1.7764e-02	  1.0000e-09	  1.8647e+00	  5.1519e-08	  3.5520e-09	  7.7154e-12	  3.5443e-09	  6.8946e+01	  1.4976e-01	  6.8797e+01	           0	
    0.999979	  5.8164e-07	  1.0000e-09	  9.4536e-03	  1.1845e+01	  5.3391e-08	  5.2825e-07	  5.2825e-07	  1.8145e-24	  9.8941e+03	  9.8941e+03	  3.3985e-14	           0	
    0.999967	  1.9210e-06	  1.0000e-09	  1.0807e-02	  1.1903e+01	  4.4764e-07	  1.4734e-06	  1.4734e-06	  9.2715e-24	  3.2914e+03	  3.2914e+03	  2.0712e-14	           0	
    0.999888	  6.7297e-08	  1.9458e-02	  1.0000e-09	  1.8254e+00	  6.2975e-08	  4.3289e-09	  7.8348e-12	  4.3211e-09	  6.8740e+01	  1.2441e-01	  6.8616e+01	           0	
    0.999807	  4.7438e-03	  1.0000e-09	  1.9064e-02	  1.1950e+01	  4.7427e-03	  2.0019e-06	  2.0019e-06	  5.1638e-20	  4.2210e-01	  4.2210e-01	  1.0888e-14	           0	
     1.00005	  5.1863e-09	  1.9527e-03	  1.0000e-09	  2.8358e+00	  4.7842e-09	  4.0186e-10	  6.4373e-11	  3.3749e-10	  8.3998e+01	  1.3455e+01	  7.0542e+01	           0	
    0.999907	  4.1327e-03	  1.0000e-09	  9.2428e-03	  1.1589e+01	  4.1311e-03	  2.0091e-06	  2.0091e-06	  6.3846e-19	  4.8633e-01	  4.8633e-01	  1.5455e-13	           0	
    0.999894	  2.3714e-07	  1.0000e-09	  1.8922e-02	  1.2144e+01	  2.6842e-08	  2.1030e-07	  2.1030e-07	  6.4717e-26	  7.8347e+03	  7.8347e+03	  2.4110e-15	           0	
     1.00004	  4.4126e-03	  1.0869e-02	  1.0000e-09	  2.8075e+00	  4.2718e-03	  1.4053e-04	  4.0888e-06	  1.3644e-04	  3.2897e+01	  9.5714e-01	  3.1940e+01	           0	
    0.999908	  2.3578e-04	  1.0000e-09	  1.6839e-02	  1.2084e+01	  2.3381e-04	  1.9983e-06	  1.9983e-06	  9.7055e-22	  8.5467e+00	  8.5467e+00	  4.1511e-15	           0	
     1.00006	  5.0430e-08	  2.0118e-04	  1.0000e-09	  3.9975e+00	  1.5755e-08	  3.4674e-08	  3.3585e-08	  1.0894e-09	  2.2008e+03	  2.1317e+03	  6.9147e+01	           0	
     1.00002	  1.9484e-05	  1.0000e-09	  4.5052e-03	  1.1518e+01	  1.7496e-05	  1.9879e-06	  1.9879e-06	  8.4834e-21	  1.1362e+02	  1.1362e+02	  4.8489e-13	           0	
    0.999968	  5.4507e-04	  1.0000e-09	  9.5911e-03	  1.1812e+01	  5.4309e-04	  2.0000e-06	  2.0000e-06	  2.3763e-20	  3.6827e+00	  3.6827e+00	  4.3755e-14	           0	
    0.999957	  1.4481e-08	  1.1786e-02	  1.0000e-09	  2.0424e+00	  1.3536e-08	  9.4486e-10	  4.6660e-12	  9.4020e-10	  6.9801e+01	  3.4470e-01	  6.9457e+01	           0	
    0.999887	  1.2638e-09	  1.0000e-09	  1.9671e-02	  1.2161e+01	  1.3286e-10	  1.1310e-09	  1.1310e-09	  2.7469e-28	  8.5124e+03	  8.5124e+03	  2.0674e-15	           0	
    0.999905	  1.5421e-03	  1.0000e-09	  1.4561e-02	  1.1952e+01	  1.5402e-03	  2.0005e-06	  2.0005e-06	  1.9542e-20	  1.2988e+00	  1.2988e+00	  1.2687e-14	           0	
    0.999949	  5.4253e-07	  1.2681e-02	  1.0000e-09	  2.0106e+00	  5.0723e-07	  3.5324e-08	  1.5071e-10	  3.5174e-08	  6.9642e+01	  2.9713e-01	  6.9345e+01	           0	
    0.999945	  9.7862e-06	  1.0000e-09	  1.3229e-02	  1.1990e+01	  7.8316e-06	  1.9550e-06	  1.9550e-06	  7.5969e-23	  2.4963e+02	  2.4963e+02	  9.7003e-15	           0	
    0.999942	  2.0593e-03	  1.7515e-02	  1.0000e-09	  1.9883e+00	  1.9725e-03	  8.6989e-05	  4.2123e-07	  8.6568e-05	  4.4102e+01	  2.1355e-01	  4.3888e+01	           0	
    0.999915	  3.2722e-06	  1.6412e-02	  1.0000e-09	  1.8991e+00	  3.0611e-06	  2.1138e-07	  5.3879e-10	  2.1084e-07	  6.9052e+01	  1.7601e-01	  6.8876e+01	           0	
     0.99993	  2.9196e-09	  1.4788e-02	  1.0000e-09	  1.9440e+00	  2.7305e-09	  1.8933e-10	  5.9365e-13	  1.8873e-10	  6.9339e+01	  2.1742e-01	  6.9122e+01	           0	
     1.00004	  1.9051e-07	  1.0000e-09	  2.4313e-03	  1.1248e+01	  9.0831e-09	  1.8143e-07	  1.8143e-07	  3.5023e-23	  1.9974e+04	  1.9974e+04	  3.8558e-12	           0	
    0.999937	  2.0539e-05	  1.4065e-02	  1.0000e-09	  1.9670e+00	  1.9214e-05	  1.3261e-06	  4.6427e-09	  1.3215e-06	  6.9018e+01	  2.4163e-01	  6.8776e+01	           0	
     1.00004	  2.0057e-08	  2.3040e-03	  1.0000e-09	  2.7612e+00	  1.8569e-08	  1.4871e-09	  1.7765e-10	  1.3094e-09	  8.0084e+01	  9.5671e+00	  7.0517e+01	           0	
    0.999957	  2.6582e-04	  1.0000e-09	  1.1350e-02	  1.1908e+01	  2.6383e-04	  1.9989e-06	  1.9989e-06	  5.1836e-21	  7.5765e+00	  7.5765e+00	  1.9647e-14	           0	
    0.999892	  7.5575e-09	  1.8987e-02	  1.0000e-09	  1.8360e+00	  7.0717e-09	  4.8652e-10	  9.2476e-13	  4.8559e-10	  6.8798e+01	  1.3077e-01	  6.8667e+01	           0	
     0.99998	  2.6088e-04	  1.0000e-09	  8.8259e-03	  1.1795e+01	  2.5889e-04	  1.9992e-06	  1.9992e-06	  1.3226e-20	  7.7224e+00	  7.7224e+00	  5.1087e-14	           0	
    0.999902	  2.2939e-04	  1.8330e-02	  1.0000e-09	  1.8623e+00	  2.1550e-04	  1.3903e-05	  3.1396e-08	  1.3872e-05	  6.4516e+01	  1.4569e-01	  6.4370e+01	           0	
    0.999998	  1.7862e-06	  7.1711e-03	  1.0000e-09	  2.2590e+00	  1.6680e-06	  1.1825e-07	  1.5760e-09	  1.1667e-07	  7.0893e+01	  9.4487e-01	  6.9949e+01	           0	
    0.999899	  1.8092e-05	  1.0000e-09	  1.8371e-02	  1.2131e+01	  1.6121e-05	  1.9727e-06	  1.9727e-06	  4.3926e-23	  1.2236e+02	  1.2236e+02	  2.7248e-15	           0	
    0.999933	  1.1806e-06	  1.0000e-09	  1.4617e-02	  1.2033e+01	  1.8882e-07	  9.9177e-07	  9.9177e-07	  1.2459e-24	  5.2526e+03	  5.2526e+03	  6.5982e-15	           0	
     1.00004	  7.0725e-08	  1.0000e-09	  2.5036e-03	  1.1261e+01	  3.2018e-09	  6.7523e-08	  6.7523e-08	  1.1192e-23	  2.1089e+04	  2.1089e+04	  3.4954e-12	           0	
    0.999956	  4.2610e-07	  1.1927e-02	  1.0000e-09	  2.0372e+00	  3.9833e-07	  2.7791e-08	  1.3404e-10	  2.7657e-08	  6.9769e+01	  3.3650e-01	  6.9432e+01	           0	
    0.999938	  3.6348e-05	  1.0000e-09	  1.3975e-02	  1.2012e+01	  3.4361e-05	  1.9892e-06	  1.9892e-06	  2.7331e-22	  5.7892e+01	  5.7892e+01	  7.9540e-15	           0	
    0.999897	  9.3991e-06	  1.0000e-09	  1.8557e-02	  1.2136e+01	  7.4585e-06	  1.9414e-06	  1.9414e-06	  1.9477e-23	  2.6029e+02	  2.6029e+02	  2.6113e-15	           0	
    0.999911	  1.6479e-04	  1.0000e-09	  1.6650e-02	  1.2082e+01	  1.6281e-04	  1.9975e-06	  1.9975e-06	  6.8855e-22	  1.2269e+01	  1.2269e+01	  4.2292e-15	           0	
     0.99989	  5.5540e-04	  1.0000e-09	  1.8204e-02	  1.2105e+01	  5.5347e-04	  1.9993e-06	  1.9993e-06	  1.8807e-21	  3.6124e+00	  3.6124e+00	  3.3981e-15	           0	
    0.999911	  3.8115e-05	  1.6997e-02	  1.0000e-09	  1.8858e+00	  3.5682e-05	  2.4360e-06	  5.8828e-09	  2.4301e-06	  6.8268e+01	  1.6486e-01	  6.8103e+01	           0	
     1.00005	  1.2347e-03	  1.0232e-03	  1.0000e-09	  4.8680e+00	  1.1845e-03	  5.0159e-05	  3.8505e-05	  1.1654e-05	  4.2348e+01	  3.2509e+01	  9.8390e+00	           0	
    0.999996	  1.7877e-03	  1.0000e-09	  4.0131e-03	  1.1270e+01	  1.7857e-03	  2.0191e-06	  2.0191e-06	  3.0741e-18	  1.1307e+00	  1.1307e+00	  1.7215e-12	           0	
    0.999997	  4.5409e-08	  7.2866e-03	  1.0000e-09	  2.2518e+00	  4.2403e-08	  3.0058e-09	  3.8776e-11	  2.9670e-09	  7.0887e+01	  9.1446e-01	  6.9972e+01	           0	
    0.999936	  2.4040e-04	  1.0000e-09	  1.3810e-02	  1.1996e+01	  2.3842e-04	  1.9986e-06	  1.9986e-06	  2.1649e-21	  8.3826e+00	  8.3826e+00	  9.0804e-15	           0	
    0.999893	  5.1229e-08	  1.0000e-09	  1.8989e-02	  1.2146e+01	  5.3738e-09	  4.5855e-08	  4.5855e-08	  1.2776e-26	  8.5332e+03	  8.5332e+03	  2.3775e-15	           0	
     1.00001	  2.1242e-09	  1.0000e-09	  5.6851e-03	  1.1623e+01	  1.1810e-10	  2.0061e-09	  2.0061e-09	  2.4978e-26	  1.6986e+04	  1.6986e+04	  2.1150e-13	           0	
     1.00005	  8.3830e-06	  1.4499e-03	  1.0000e-09	  2.9767e+00	  7.6633e-06	  7.1932e-07	  1.7998e-07	  5.3934e-07	  9.3866e+01	  2.3486e+01	  7.0379e+01	           0	
     1.00006	  5.3696e-08	  5.2895e-04	  1.0000e-09	  3.4545e+00	  4.1715e-08	  1.1979e-08	  9.0450e-09	  2.9342e-09	  2.8717e+02	  2.1683e+02	  7.0339e+01	           0	
     1.00003	  6.2251e-08	  1.0000e-09	  3.6361e-03	  1.1426e+01	  3.0750e-09	  5.9176e-08	  5.9176e-08	  3.0521e-24	  1.9244e+04	  1.9244e+04	  9.9256e-13	           0	
     1.00003	  6.5962e-05	  3.9601e-03	  1.0000e-09	  2.5349e+00	  6.1527e-05	  4.4333e-06	  1.9021e-07	  4.2430e-06	  7.2053e+01	  3.0915e+00	  6.8962e+01	           0	
    0.999903	  1.4337e-04	  1.8070e-02	  1.0000e-09	  1.8644e+00	  1.3449e-04	  8.8904e-06	  1.9904e-08	  8.8705e-06	  6.6103e+01	  1.4799e-01	  6.5955e+01	           0	
    0.999929	  1.1352e-09	  1.0000e-09	  1.4988e-02	  1.2044e+01	  1.0094e-10	  1.0343e-09	  1.0343e-09	  6.0455e-28	  1.0246e+04	  1.0246e+04	  5.9891e-15	           0	
    0.999937	  4.4758e-04	  1.4854e-02	  1.0000e-09	  1.9693e+00	  4.2175e-04	  2.5856e-05	  9.8317e-08	  2.5758e-05	  6.1307e+01	  2.3312e-01	  6.1074e+01	           0	
     1.00002	  1.3263e-08	  4.4240e-03	  1.0000e-09	  2.4709e+00	  1.2363e-08	  9.0026e-10	  3.1157e-11	  8.6910e-10	  7.2822e+01	  2.5203e+00	  7.0301e+01	           0	
    0.999885	  2.2293e-09	  1.9769e-02	  1.0000e-09	  1.8186e+00	  2.0862e-09	  1.4334e-10	  2.5130e-13	  1.4308e-10	  6.8705e+01	  1.2045e-01	  6.8584e+01	           0	
     1.00006	  6.8590e-06	  5.4277e-05	  1.0000e-09	  5.2530e+00	  8.7789e-07	  5.9811e-06	  5.9395e-06	  4.1631e-08	  6.8130e+03	  6.7656e+03	  4.7422e+01	           0	
     1.00001	  2.4779e-09	  6.2733e-03	  1.0000e-09	  2.3174e+00	  2.3129e-09	  1.6498e-10	  2.8663e-12	  1.6211e-10	  7.1330e+01	  1.2393e+00	  7.0090e+01	           0	
    0.999948	  7.1400e-08	  1.0000e-09	  1.2913e-02	  1.1980e+01	  6.0047e-09	  6.5396e-08	  6.5396e-08	  6.3602e-26	  1.0891e+04	  1.0891e+04	  1.0592e-14	           0	
    0.999899	  2.0418e-08	  1.8153e-02	  1.0000e-09	  1.8554e+00	  1.9103e-08	  1.3162e-09	  2.7373e-12	  1.3135e-09	  6.8899e+01	  1.4329e-01	  6.8756e+01	           0	
    0.999962	  8.2764e-06	  1.1188e-02	  1.0000e-09	  2.0656e+00	  7.7371e-06	  5.3955e-07	  2.9691e-09	  5.3658e-07	  6.9735e+01	  3.8375e-01	  6.9351e+01	           0	
    0.999926	  6.6075e-06	  1.0000e-09	  1.5399e-02	  1.2055e+01	  4.6891e-06	  1.9188e-06	  1.9188e-06	  2.5355e-23	  4.0920e+02	  4.0920e+02	  5.4072e-15	           0	
    0.999882	  2.6003e-03	  1.0000e-09	  1.4999e-02	  1.1913e+01	  2.5986e-03	  2.0013e-06	  2.0013e-06	  4.3618e-20	  7.7015e-01	  7.7015e-01	  1.6785e-14	           0	
    0.999887	  4.8539e-09	  1.0000e-09	  1.9658e-02	  1.2161e+01	  5.1080e-10	  4.3431e-09	  4.3431e-09	  1.0587e-27	  8.5026e+03	  8.5026e+03	  2.0726e-15	           0	
    0.999904	  2.5152e-04	  1.8190e-02	  1.0000e-09	  1.8668e+00	  2.3638e-04	  1.5163e-05	  3.5106e-08	  1.5128e-05	  6.4145e+01	  1.4852e-01	  6.3996e+01	           0	
    0.999905	  7.2830e-09	  1.0000e-09	  1.7752e-02	  1.2117e+01	  7.1940e-10	  6.5637e-09	  6.5637e-09	  2.2301e-27	  9.1239e+03	  9.1239e+03	  3.1000e-15	           0	
    0.999999	  7.2653e-06	  7.1090e-03	  1.0000e-09	  2.2635e+00	  6.7849e-06	  4.8038e-07	  6.5306e-09	  4.7385e-07	  7.0802e+01	  9.6251e-01	  6.9839e+01	           0	
    0.999937	  3.9810e-08	  1.3951e-02	  1.0000e-09	  1.9692e+00	  3.7226e-08	  2.5857e-09	  9.1109e-12	  2.5766e-09	  6.9458e+01	  2.4474e-01	  6.9213e+01	           0	
    0.999907	  8.9983e-09	  1.7368e-02	  1.0000e-09	  1.8745e+00	  8.4183e-09	  5.8084e-10	  1.3198e-12	  5.7952e-10	  6.8997e+01	  1.5678e-01	  6.8840e+01	           0	
    0.999969	  6.7266e-03	  3.0891e-03	  1.0000e-09	  5.0212e+00	  6.6745e-03	  5.2348e-05	  3.9873e-05	  1.2475e-05	  7.8430e+00	  5.9739e+00	  1.8691e+00	           0	
    0.999906	  2.0704e-05	  1.7470e-02	  1.0000e-09	  1.8730e+00	  1.9378e-05	  1.3285e-06	  3.0122e-09	  1.3255e-06	  6.8561e+01	  1.5545e-01	  6.8405e+01	           0	
    0.999984	  3.4204e-07	  1.0000e-09	  8.9378e-03	  1.1820e+01	  2.7011e-08	  3.1503e-07	  3.1503e-07	  1.1278e-24	  1.1663e+04	  1.1663e+04	  4.1752e-14	           0	
    0.999977	  1.3643e-04	  1.0000e-09	  9.4440e-03	  1.1835e+01	  1.3443e-04	  1.9979e-06	  1.9979e-06	  4.9526e-21	  1.4862e+01	  1.4862e+01	  3.6840e-14	           0	
     1.00001	  2.6996e-04	  6.7713e-03	  1.0000e-09	  2.3205e+00	  2.5328e-04	  1.6683e-05	  2.7791e-07	  1.6405e-05	  6.5869e+01	  1.0972e+00	  6.4772e+01	           0	
    0.999914	  1.3469e-06	  1.6568e-02	  1.0000e-09	  1.8949e+00	  1.2600e-06	  8.7028e-08	  2.1746e-10	  8.6811e-08	  6.9072e+01	  1.7259e-01	  6.8899e+01	           0	
     1.00004	  7.3305e-03	  1.2164e-02	  1.0000e-09	  3.9123e+00	  7.1554e-03	  1.7481e-04	  3.7378e-05	  1.3743e-04	  2.4430e+01	  5.2238e+00	  1.9206e+01	           0	
    0.999933	  6.5292e-05	  1.0000e-09	  1.4436e-02	  1.2025e+01	  6.3302e-05	  1.9940e-06	  1.9940e-06	  4.4977e-22	  3.1500e+01	  3.1500e+01	  7.1050e-15	           0	
     1.00001	  1.2409e-05	  1.0000e-09	  5.6974e-03	  1.1623e+01	  1.0431e-05	  1.9777e-06	  1.9777e-06	  2.2111e-21	  1.8960e+02	  1.8960e+02	  2.1197e-13	           0	
    0.999993	  3.9705e-06	  7.8137e-03	  1.0000e-09	  2.2218e+00	  3.7086e-06	  2.6191e-07	  2.9453e-09	  2.5896e-07	  7.0622e+01	  7.9420e-01	  6.9828e+01	           0	
     1.00001	  5.7209e-05	  1.0000e-09	  6.3026e-03	  1.1662e+01	  5.5213e-05	  1.9957e-06	  1.9957e-06	  8.4754e-21	  3.6146e+01	  3.6146e+01	  1.5350e-13	           0	
     0.99994	  2.6502e-06	  1.3637e-02	  1.0000e-09	  1.9793e+00	  2.4782e-06	  1.7212e-07	  6.3554e-10	  1.7148e-07	  6.9450e+01	  2.5645e-01	  6.9194e+01	           0	
     1.00003	  2.4841e-04	  1.0000e-09	  3.0316e-03	  1.1300e+01	  2.4640e-04	  2.0033e-06	  2.0033e-06	  6.1130e-19	  8.1302e+00	  8.1302e+00	  2.4810e-12	           0	
    0.999945	  1.3318e-05	  1.0000e-09	  1.3269e-02	  1.1991e+01	  1.1350e-05	  1.9687e-06	  1.9687e-06	  1.0902e-22	  1.7345e+02	  1.7345e+02	  9.6050e-15	           0	
    0.999909	  5.2768e-07	  1.7100e-02	  1.0000e-09	  1.8812e+00	  4.9365e-07	  3.4072e-08	  7.9885e-11	  3.3992e-08	  6.9020e+01	  1.6182e-01	  6.8858e+01	           0	
    0.999982	  1.0089e-06	  9.0101e-03	  1.0000e-09	  2.1593e+00	  9.4256e-07	  6.6307e-08	  5.6039e-10	  6.5746e-08	  7.0347e+01	  5.9453e-01	  6.9753e+01	           0	
    0.999923	  1.6761e-06	  1.0000e-09	  1.5727e-02	  1.2065e+01	  3.7491e-07	  1.3013e-06	  1.3013e-06	  1.8648e-24	  3.4709e+03	  3.4709e+03	  4.9741e-15	           0	
    0.999963	  1.4002e-09	  1.0000e-09	  1.1226e-02	  1.1919e+01	  1.0589e-10	  1.2943e-09	  1.2943e-09	  1.9012e-27	  1.2223e+04	  1.2223e+04	  1.7954e-14	           0	
    0.999963	  2.5696e-09	  1.0000e-09	  1.1253e-02	  1.1920e+01	  1.9468e-10	  2.3750e-09	  2.3750e-09	  3.4639e-27	  1.2200e+04	  1.2200e+04	  1.7793e-14	           0	
    0.999917	  1.3531e-06	  1.0000e-09	  1.6322e-02	  1.2081e+01	  2.5251e-07	  1.1006e-06	  1.1006e-06	  1.0874e-24	  4.3587e+03	  4.3587e+03	  4.3063e-15	           0	
     1.00005	  4.8230e-09	  1.7286e-03	  1.0000e-09	  2.8911e+00	  4.4333e-09	  3.8956e-10	  7.6771e-11	  3.1278e-10	  8.7871e+01	  1.7317e+01	  7.0554e+01	           0	
    0.999965	  2.8101e-06	  1.0837e-02	  1.0000e-09	  2.0790e+00	  2.6265e-06	  1.8363e-07	  1.0740e-09	  1.8256e-07	  6.9914e+01	  4.0890e-01	  6.9505e+01	           0	
    0.999934	  9.0955e-08	  1.0000e-09	  1.4532e-02	  1.2031e+01	  8.2495e-09	  8.2706e-08	  8.2706e-08	  5.5654e-26	  1.0026e+04	  1.0026e+04	  6.7463e-15	           0	
           1	  1.2549e-04	  7.1437e-03	  1.0000e-09	  2.2762e+00	  1.1745e-04	  8.0335e-06	  1.1395e-07	  7.9195e-06	  6.8397e+01	  9.7018e-01	  6.7427e+01	           0	
    0.999906	  7.4432e-08	  1.0000e-09	  1.7634e-02	  1.2114e+01	  7.5270e-09	  6.6905e-08	  6.6905e-08	  2.3955e-26	  8.8887e+03	  8.8887e+03	  3.1825e-15	           0	
    0.999918	  1.3454e-04	  1.0000e-09	  1.5995e-02	  1.2066e+01	  1.3255e-04	  1.9970e-06	  1.9970e-06	  6.4913e-22	  1.5066e+01	  1.5066e+01	  4.8973e-15	           0	
    0.999994	  3.9213e-05	  7.7763e-03	  1.0000e-09	  2.2279e+00	  3.6652e-05	  2.5620e-06	  2.9575e-08	  2.5324e-06	  6.9900e+01	  8.0691e-01	  6.9093e+01	           0	
    0.999963	  1.4853e-06	  1.0000e-09	  1.1237e-02	  1.1920e+01	  2.5919e-07	  1.2261e-06	  1.2261e-06	  4.6397e-24	  4.7305e+03	  4.7305e+03	  1.7900e-14	           0	
    0.999934	  1.1548e-03	  1.0000e-09	  1.2209e-02	  1.1887e+01	  1.1529e-03	  2.0005e-06	  2.0005e-06	  2.5989e-20	  1.7352e+00	  1.7352e+00	  2.2542e-14	           0	
     1.00001	  6.2654e-03	  7.2405e-03	  1.0000e-09	  4.3440e+00	  6.1459e-03	  1.1941e-04	  3.9789e-05	  7.9623e-05	  1.9429e+01	  6.4740e+00	  1.2955e+01	           0	
    0.999938	  9.1543e-08	  1.3824e-02	  1.0000e-09	  1.9732e+00	  8.5601e-08	  5.9472e-09	  2.1342e-11	  5.9258e-09	  6.9476e+01	  2.4932e-01	  6.9226e+01	           0	
     1.00001	  6.4063e-05	  1.0000e-09	  6.1292e-03	  1.1649e+01	  6.2066e-05	  1.9963e-06	  1.9963e-06	  1.0584e-20	  3.2164e+01	  3.2164e+01	  1.7053e-13	           0	
    0.999913	  1.7347e-07	  1.0000e-09	  1.6845e-02	  1.2094e+01	  1.7793e-08	  1.5568e-07	  1.5568e-07	  6.7726e-26	  8.7495e+03	  8.7495e+03	  3.8064e-15	           0	
     1.00005	  4.6643e-09	  1.0000e-09	  1.1052e-03	  1.0891e+01	  1.8047e-10	  4.4838e-09	  4.4838e-09	  9.4611e-24	  2.4844e+04	  2.4844e+04	  5.2423e-11	           0	
    0.999962	  4.7772e-05	  1.1355e-02	  1.0000e-09	  2.0622e+00	  4.4694e-05	  3.0791e-06	  1.6770e-08	  3.0623e-06	  6.8893e+01	  3.7522e-01	  6.8518e+01	           0	
    0.999896	  1.3775e-09	  1.0000e-09	  1.8719e-02	  1.2140e+01	  1.4033e-10	  1.2372e-09	  1.2372e-09	  3.5304e-28	  8.8165e+03	  8.8165e+03	  2.5158e-15	           0	
    0.999885	  4.9149e-05	  1.0000e-09	  1.9808e-02	  1.2162e+01	  4.7164e-05	  1.9901e-06	  1.9901e-06	  9.6317e-23	  4.2195e+01	  4.2195e+01	  2.0422e-15	           0	
    0.999968	  1.8922e-03	  1.4278e-02	  1.0000e-09	  2.0942e+00	  1.8097e-03	  8.2543e-05	  5.8006e-07	  8.1963e-05	  4.5611e+01	  3.2053e-01	  4.5291e+01	           0	
     1.00001	  7.2407e-05	  6.5187e-03	  1.0000e-09	  2.3105e+00	  6.7688e-05	  4.7185e-06	  7.8304e-08	  4.6402e-06	  6.9709e+01	  1.1568e+00	  6.8553e+01	           0	
    0.999907	  4.0334e-08	  1.0000e-09	  1.7528e-02	  1.2111e+01	  4.0067e-09	  3.6328e-08	  3.6328e-08	  1.3055e-26	  9.0666e+03	  9.0666e+03	  3.2583e-15	           0	
     0.99997	  3.0398e-03	  1.0000e-09	  2.0890e-03	  1.0866e+01	  1.8959e-03	  1.1440e-03	  2.0788e-06	  3.3112e-17	  6.0344e+02	  1.0965e+00	  1.7465e-11	  1.1419e-03	
    0.999907	  6.0722e-09	  1.7348e-02	  1.0000e-09	  1.8750e+00	  5.6808e-09	  3.9197e-10	  8.9270e-13	  3.9108e-10	  6.8999e+01	  1.5714e-01	  6.8842e+01	           0	
    0.999929	  1.4190e-09	  1.4836e-02	  1.0000e-09	  1.9426e+00	  1.3271e-09	  9.2009e-11	  2.8662e-13	  9.1723e-11	  6.9332e+01	  2.1598e-01	  6.9116e+01	           0	
    0.999939	  4.1343e-03	  1.0000e-09	  5.6793e-03	  1.1321e+01	  4.1326e-03	  2.0240e-06	  2.0240e-06	  3.3226e-18	  4.8978e-01	  4.8978e-01	  8.0401e-13	           0	
     1.00004	  1.1129e-06	  1.0000e-09	  2.3210e-03	  1.1227e+01	  9.3672e-08	  1.0192e-06	  1.0192e-06	  4.2226e-22	  1.0880e+04	  1.0880e+04	  4.5078e-12	           0	
    0.999946	  5.8002e-05	  1.3124e-02	  1.0000e-09	  1.9996e+00	  5.4291e-05	  3.7134e-06	  1.5206e-08	  3.6982e-06	  6.8398e+01	  2.8009e-01	  6.8118e+01	           0	
    0.999748	  7.7794e-03	  1.0000e-09	  1.9541e-02	  1.1871e+01	  7.7794e-03	  2.0041e-06	  2.0041e-06	  1.2973e-19	  2.5762e-01	  2.5762e-01	  1.6676e-14	           0	
    0.999959	  1.0924e-05	  1.0000e-09	  1.1722e-02	  1.1937e+01	  8.9607e-06	  1.9633e-06	  1.9633e-06	  1.3745e-22	  2.1910e+02	  2.1910e+02	  1.5340e-14	           0	
    0.999892	  1.4856e-05	  1.0000e-09	  1.9149e-02	  1.2149e+01	  1.2892e-05	  1.9649e-06	  1.9649e-06	  2.9788e-23	  1.5241e+02	  1.5241e+02	  2.3105e-15	           0	
     1.00005	  4.1823e-07	  1.7458e-03	  1.0000e-09	  2.8868e+00	  3.8457e-07	  3.3641e-08	  6.5119e-09	  2.7129e-08	  8.7477e+01	  1.6933e+01	  7.0544e+01	           0	
    0.999949	  1.5082e-05	  1.2655e-02	  1.0000e-09	  2.0125e+00	  1.4105e-05	  9.7809e-07	  4.2200e-09	  9.7387e-07	  6.9344e+01	  2.9919e-01	  6.9045e+01	           0	
     0.99997	  3.6928e-07	  1.0000e-09	  1.0499e-02	  1.1890e+01	  3.1945e-08	  3.3733e-07	  3.3733e-07	  7.3644e-25	  1.0560e+04	  1.0560e+04	  2.3054e-14	           0	
     1.00002	  1.6618e-09	  4.8890e-03	  1.0000e-09	  2.4269e+00	  1.5497e-09	  1.1205e-10	  3.1872e-12	  1.0887e-10	  7.2306e+01	  2.0566e+00	  7.0249e+01	           0	
     1.00002	  1.5335e-09	  1.0000e-09	  5.0518e-03	  1.1571e+01	  8.1669e-11	  1.4518e-09	  1.4518e-09	  2.6117e-26	  1.7776e+04	  1.7776e+04	  3.1978e-13	           0	
     1.00001	  3.3085e-09	  5.6562e-03	  1.0000e-09	  2.3628e+00	  3.0871e-09	  2.2132e-10	  4.7212e-12	  2.1660e-10	  7.1691e+01	  1.5293e+00	  7.0162e+01	           0	
     0.99994	  6.4069e-04	  1.0000e-09	  1.2511e-02	  1.1930e+01	  6.3872e-04	  1.9998e-06	  1.9998e-06	  1.0253e-20	  3.1310e+00	  3.1310e+00	  1.6053e-14	           0	
     1.00006	  6.4957e-09	  9.0038e-05	  1.0000e-09	  4.5997e+00	  3.2764e-10	  6.1681e-09	  6.1470e-09	  2.1098e-11	  1.8826e+04	  1.8761e+04	  6.4392e+01	           0	
    0.999912	  1.1058e-09	  1.6705e-02	  1.0000e-09	  1.8913e+00	  1.0344e-09	  7.1461e-11	  1.7554e-13	  7.1286e-11	  6.9082e+01	  1.6969e-01	  6.8912e+01	           0	
    0.999953	  1.2189e-09	  1.0000e-09	  1.2315e-02	  1.1959e+01	  9.6897e-11	  1.1220e-09	  1.1220e-09	  1.2283e-27	  1.1579e+04	  1.1579e+04	  1.2677e-14	           0	
